Book,Sentence
Book 2,"After	a	while	I	Googled	around	to	see	if	there
was	a	pull-up	record	within	reach."
Book 2,"That’s	when	I	read	about	Stephen	Hyland’s
many	pull-up	records,	including	the	twenty-four-hour	record	of	4,020."
Book 2,"At	the	time	I	was	known	as	an	ultra	runner,	and	I	didn’t	want	to	be	known	for
just	one	thing."
Book 2,Who	does?
Book 2,"Nobody	thought	of	me	as	an	all-around	athlete,	and
this	record	could	change	that	dynamic."
Book 2,"How	many	people	are	capable	of	running
100,	150,	even	200	miles	and	also	knocking	out	over	4,000	pull-ups	in	a	day?"
Book 2,"I
called	the	Special	Operations	Warrior	Foundation	and	asked	if	I	could	help	raisea	bit	more	money."
Book 2,"They	were	thrilled,	and	next	thing	I	knew,	a	contact	of	mine
used	her	networking	skills	to	book	me	on	the	damn	Today	Show."
Book 2,"To	prepare	for	the	attempt	I	did	400	pull-ups	a	day	during	the	week,	which	took
me	about	seventy	minutes."
Book 2,"On	Saturday	I	did	1,500	pull-ups,	in	sets	of	five	to	ten
reps	over	three	hours,	and	on	Sunday	I	dialed	it	back	to	750."
Book 2,"All	that	work
strengthened	my	lats,	triceps,	biceps,	and	back,	prepared	my	shoulder	and	elbow
joints	to	take	extreme	punishment,	helped	me	develop	a	powerful	gorilla-type
grip,	and	built	up	my	lactic	acid	tolerance	so	my	muscles	could	still	function
long	after	they	were	overworked."
Book 2,"As	game	day	approached,	I	shortened	recovery
and	started	doing	five	pull-ups	every	thirty	seconds	for	two	hours."
Book 2,"Afterward	my
arms	fell	to	my	side,	limp	as	overstretched	rubber	bands."
Book 2,"On	the	eve	of	my	record	attempt,	my	mom	and	uncle	flew	into	New	York	City	to
help	crew	me,	and	we	were	all	systems	go	until	the	SEALs	nearly	killed	my
Today	Show	appearance	at	the	last	minute."
Book 2,"No	Easy	Day,	a	first-hand	account	of
the	Osama	Bin	Laden	raid,	had	just	come	out."
Book 2,"It	was	written	by	one	of	the
operators	in	the	DEVGRU	unit	that	got	it	done,	and	Naval	Special	Warfare	brass
were	not	happy."
Book 2,"Special	Operators	are	not	supposed	to	share	details	of	the	work
we	do	in	the	field	with	the	general	public,	and	lots	of	people	in	the	Teams
resented	that	book."
Book 2,"I	was	given	a	direct	order	to	pull	out	of	the	appearance,
which	didn’t	make	any	sense."
Book 2,"I	wasn’t	going	on	camera	to	talk	about	operations,
and	I	wasn’t	on	a	mission	to	self-promote."
Book 2,"I	wanted	to	raise	one	million	dollars
for	families	of	the	fallen,	and	The	Today	Show	was	the	biggest	morning	show	on
television."
Book 2,"I’d	served	in	the	military	for	nearly	twenty	years	by	that	point,	without	a	single
infraction	on	my	record,	and	for	the	previous	four	years	the	Navy	had	used	me	as
their	poster	boy."
Book 2,"They	put	me	on	billboards,	I	was	interviewed	on	CNN,	and	I’d
jumped	out	of	an	airplane	on	NBC."
Book 2,"They	placed	me	in	dozens	of	magazine	and
newspaper	stories,	which	helped	their	recruitment	mission."
Book 2,"Now	they	were
trying	to	stifle	me	for	no	good	reason."
Book 2,"Hell,	if	anybody	knew	the	regulations	of
what	I	could	and	could	not	say	it	was	me."
Book 2,"In	the	nick	of	time,	the	Navy’s	legal
department	cleared	me	to	proceed.“What	should	we	cook	for	you	tomorrow	once	it’s	all	over?”	Savannah	Guthrie
replied."
Book 2,"I	laughed	and	played	along,	agreeable	as	hell,	but	don’t	get	it	twisted,	I
was	way	out	of	my	comfort	zone."
Book 2,"I	was	about	to	go	to	war	with	myself,	but	I
didn’t	look	like	it	or	act	like	it."
Book 2,"As	the	clock	wound	down	I	took	my	shirt	off	and
was	wearing	only	a	pair	of	lightweight,	black	running	shorts	and	running	shoes."
Book 2,"“Wow,	it’s	like	looking	at	myself	in	a	mirror,”	Lauer	joked,	gesturing	toward
me."
Book 2,"“This	segment	just	got	even	more	interesting,”	said	Savannah."
Book 2,"“All	right	David,
best	of	luck	to	you."
Book 2,"We	will	be	watching.”
Someone	hit	play	on	Going	the	Distance,	the	Rocky	theme	song,	and	I	stepped	to
the	pull-up	bar."
Book 2,"It	was	painted	matte	black,	wrapped	with	white	tape,	and
stenciled	with	the	phrase,	SHOW	NO	WEAKNESS	in	white	lettering."
Book 2,"I	got	the
last	word	in	as	I	strapped	on	my	gray	gloves."
Book 2,"“Please	donate	to	specialops.org,”	I	said."
Book 2,"“We’re	trying	to	raise	a	million
dollars.”
“Alright,	are	you	ready?”	Lauer	asked."
Book 2,"“Three…two…one…David,	go!”
With	that,	the	clock	started	and	I	rocked	a	set	of	eight	pull-ups."
Book 2,"The	rules	laid
down	by	the	Guinness	Book	of	World	Records	were	clear."
Book 2,"I	had	to	start	each
pull-up	from	a	dead	hang	with	arms	fully	extended,	and	my	chin	had	to	exceed
the	bar."
Book 2,"“So	it	begins,”	Savannah	said."
Book 2,"I	smiled	for	the	camera	and	looked	relaxed,	but	even	those	first	pull-ups	didn’t
feel	right."
Book 2,Part	of	it	was	situational.
Book 2,"I	was	a	lone	fish	in	a	glass	box	aquarium	that
attracted	sunshine	and	reflected	a	bank	of	hot	show	lights."
Book 2,"The	other	half	was
technical."
Book 2,"From	the	very	first	pull-up	I	noticed	that	the	bar	had	a	lot	more	give
than	I	was	used	to."
Book 2,"I	didn’t	have	my	usual	power	and	anticipated	a	long	fucking
day."
Book 2,"At	first,	I	blocked	that	shit	out."
Book 2,Had	to.
Book 2,"A	looser	bar	just	meant	a	stronger
effort	and	gave	me	another	opportunity	to	be	uncommon."
Book 2,"Throughout	the	day	people	passed	by	on	the	street	below,	waved,	and	cheered."
Book 2,"I
waved	back,	kept	to	my	plan,	and	rocked	six	pull-ups	on	the	minute,	every	damnminute,	but	it	wasn’t	easy	because	of	that	rickety	bar."
Book 2,"My	force	was	getting
dissipated,	and	after	hundreds	of	pull-ups,	dissipation	took	its	toll."
Book 2,"Each
subsequent	pull-up	required	a	monumental	effort,	a	stronger	grip,	and	at	the
1,500	mark	my	forearms	hurt	like	hell."
Book 2,"My	massage	therapist	rubbed	them	down
between	sets,	but	they	bulged	with	lactic	acid	which	seeped	into	every	muscle	in
my	upper	body."
Book 2,"After	more	than	six	long	hours,	and	with	2,000	pull-ups	in	the	bank,	I	took	my
first	ten-minute	break."
Book 2,"I	was	well	ahead	of	my	twenty-four-hour	pace,	and	the
sun	angled	lower	on	the	horizon,	which	reduced	the	mercury	in	the	room	to
manageable."
Book 2,It	was	late	enough	that	the	whole	studio	was	shut	down.
Book 2,"It	was	just
me,	a	few	friends,	a	massage	therapist,	and	my	mother."
Book 2,"Today	Show	cameras
were	set	up	and	rolling	to	clock	me	and	make	sure	I	kept	to	regulations."
Book 2,"I	had
more	than	2,000	pull-ups	still	to	go,	and	for	the	first	time	that	day,	doubt	carved
out	a	home	in	my	brain."
Book 2,"I	didn’t	vocalize	my	negativity,	and	I	tried	to	reset	my	mind	for	the	second	half
push,	but	the	truth	was	my	whole	plan	had	gone	to	hell."
Book 2,"My	carbohydrate	drink
wasn’t	giving	me	the	power	I	needed,	and	I	didn’t	have	a	Plan	B,	so	I	ordered
and	downed	a	cheeseburger."
Book 2,It	felt	good	to	have	some	real	food.
Book 2,"Meanwhile,	my
team	tried	to	stabilize	the	bar	by	tying	it	to	the	pipes	in	the	rafters,	but	instead	of
recharging	my	system	like	I’d	hoped,	the	long	break	had	an	adverse	effect.During	first	pull-up	record	attempt
My	body	was	shutting	down,	while	my	mind	swirled	with	panic	because	I’d
made	a	pledge	and	staked	my	name	on	a	quest	to	raise	money	and	break	a
record,	and	I	already	knew	that	there	was	no	way	on	this	earth	I	was	gonna	be
able	to	get	it	done."
Book 2,"It	took	me	five	hours	to	do	another	500	pull-ups—that’s	an
average	of	under	two	pull-ups	per	minute."
Book 2,"I	was	verging	on	total	muscle	failure
after	doing	only	1,000	more	pull-ups	than	I	would	rock	in	three	hours	at	the	gym
on	a	typical	Saturday	with	no	ill	effects."
Book 2,How	was	that	possible?
Book 2,"I	tried	to	bull	my	way	through,	but	tension	and	lactic	acid	had	overwhelmed	mysystem	and	my	upper	body	was	a	lump	of	dough."
Book 2,"I	had	never	hit	muscle	failure
before	in	my	life."
Book 2,"I’d	run	on	broken	legs	in	BUD/S,	run	nearly	a	hundred	miles
on	broken	feet,	and	accomplished	dozens	of	physical	feats	with	a	hole	in	my
heart."
Book 2,"But	late	at	night,	on	the	second	floor	of	the	NBC	tower,	I	pulled	the	plug."
Book 2,"After	my	2,500th	pull-up,	I	could	barely	lift	my	hands	high	enough	to	grip	the
bar,	let	alone	clear	it	with	my	chin,	and	just	like	that,	it	was	over."
Book 2,"There	would
be	no	celebratory	breakfast	with	Savannah	and	Matt."
Book 2,"There	would	be	no
celebration	at	all."
Book 2,"I	failed,	and	I’d	failed	in	front	of	millions	of	people."
Book 2,So	did	I	hang	my	head	in	shame	and	misery?
Book 2,"Fuck	no!	To	me	a	failure	is	just	a
stepping	stone	to	future	success."
Book 2,"The	next	morning,	my	phone	was	blowing	up
so	I	left	it	in	my	hotel	room	and	went	for	a	run	in	Central	Park."
Book 2,"I	needed	zero
distractions	and	time	enough	to	go	back	through	what	I’d	done	well	and	where
I’d	fallen	short."
Book 2,"In	the	military,	after	every	real-world	mission	or	field	exercise,
we	fill	out	After	Action	Reports	(AARs),	which	serve	as	live	autopsies."
Book 2,"We	do
them	no	matter	the	outcome,	and	if	you’re	analyzing	a	failure	like	I	was,	the
AAR	is	absolutely	crucial."
Book 2,"Because	when	you’re	headed	into	uncharted	territory
there	are	no	books	to	study,	no	YouTube	instructional	videos	to	watch."
Book 2,"All	I	had
to	read	were	my	mistakes,	and	I	considered	all	variables."
Book 2,"First	of	all,	I	should	never	have	gone	on	that	show."
Book 2,My	motivation	was	solid.
Book 2,"It
was	a	good	idea	to	try	to	increase	awareness	and	raise	money	for	the	foundation,
and	while	I	required	exposure	to	raise	the	amount	I’d	hoped,	by	thinking	of
money	first	(always	a	bad	idea)	I	wasn’t	focused	on	the	task	at	hand."
Book 2,"To	break
this	record,	I	needed	an	optimal	environment,	and	that	realization	blasted	me	like
a	surprise	attack."
Book 2,I	didn’t	respect	the	record	enough	going	in.
Book 2,"I	thought	I	could
have	broken	it	on	a	rusty	bar	bolted	to	the	back	of	a	pick-up	truck	with	loose
shocks,	so	even	though	I	tested	the	bar	twice	before	game	day,	it	never	bothered
me	enough	to	make	a	change,	and	my	lack	of	focus	and	attention	to	detail	cost
me	a	shot	at	immortality."
Book 2,"There	were	also	way	too	many	bubbly	looky-loos
buzzing	in	and	out	of	the	room,	asking	for	pictures	between	sets."
Book 2,"This	was	the
beginning	of	the	selfie	era,	and	that	sickness	most	definitely	invaded	my
motherfucking	safe	space."
Book 2,"Obviously,	my	break	was	too	long."
Book 2,"I	figured	massage	would	counteract	the
swelling	and	lactic	acid	build-up,	but	I	was	wrong	about	that	too,	and	I	should
have	taken	more	salt	tablets	to	prevent	cramping."
Book 2,"Before	my	attempt,	haters
found	me	online	and	predicted	my	failure,	but	I	ignored	them	and	didn’t	fullyabsorb	the	hard	truths	couched	in	their	negativity."
Book 2,"I	thought,	as	long	as	I	trained
hard,	the	record	would	be	mine,	and	as	a	result,	I	wasn’t	as	well-prepared	as	I
should	have	been."
Book 2,"You	can’t	prepare	for	unknown	factors,	but	if	you	have	a	better	pre-game	focus,
you	will	likely	only	have	to	deal	with	one	or	two	rather	than	ten."
Book 2,"In	New	York,
too	many	bubbled	up,	and	unknown	factors	usually	blaze	a	wake	of	doubt."
Book 2,"Afterward,	I	was	eye	to	eye	with	my	haters	and	acknowledged	that	my	margin
for	error	was	small."
Book 2,"I	weighed	210	pounds,	much	heavier	than	anyone	else	who
had	ever	tried	to	break	that	record,	and	my	probability	of	failure	was	high."
Book 2,"I	didn’t	touch	a	pull-up	bar	for	two	weeks,	but	once	back	in	Honolulu	I
hammered	sets	at	my	home	gym	and	noticed	the	difference	in	the	bar	right	way."
Book 2,"Still,	I	had	to	resist	the	temptation	to	blame	everything	on	that	loose	bar	because
odds	were	that	a	firmer	one	wouldn’t	translate	into	an	extra	1,521	pull-ups."
Book 2,"I
researched	gymnast	chalk,	gloves,	and	taping	systems."
Book 2,"I	sampled	and
experimented."
Book 2,"This	time	I	wanted	a	fan	set	below	the	bar	to	cool	me	down
between	sets,	and	I	switched	up	my	nutrition."
Book 2,"Instead	of	running	off	pure	carbs	I
added	in	some	protein	and	bananas	to	prevent	cramping."
Book 2,"When	it	came	time	to
choose	a	location	to	attempt	the	record,	I	knew	I	needed	to	get	back	to	who	I	am
at	my	core."
Book 2,That	meant	losing	the	glitz	and	setting	up	shop	in	a	dungeon.
Book 2,"And	on
a	trip	to	Nashville,	I	found	just	the	place,	a	Crossfit	gym	a	mile	from	my
mother’s	house,	owned	by	a	former	marine	named	Nandor	Tamaska."
Book 2,"After	emailing	a	couple	of	times,	I	ran	over	to	Crossfit	Brentwood	Hills	to	meet
him."
Book 2,"It	was	set	in	a	strip	mall,	a	few	doors	down	from	a	Target,	and	there	was
nothing	fancy	about	the	place."
Book 2,"It	had	black	mat	floors,	buckets	of	chalk,	racks	of
iron,	and	lots	of	hard	motherfuckers	doing	work."
Book 2,"When	I	walked	in,	the	first
thing	I	did	was	grab	the	pull-up	bar	and	shake	it."
Book 2,"It	was	bolted	into	the	ground
just	like	I’d	hoped."
Book 2,"Even	a	little	sway	in	the	bar	would	require	me	to	adjust	my
grip	mid-set,	and	when	your	goal	is	4,021	pull-ups,	all	minuscule	movements
accumulate	into	a	reservoir	of	wasted	energy,	which	takes	a	toll."
Book 2,"“This	is	exactly	what	I	need,”	I	said,	gripping	the	bar."
Book 2,"“Yeah,”	Nandor	said."
Book 2,"“They	have	to	be	sturdy	to	double	as	our	squat	racks.”
In	addition	to	its	strength	and	stability,	it	was	the	right	height."
Book 2,"I	didn’t	want	ashort	bar,	because	bending	your	legs	can	cause	cramping	in	the	hamstrings."
Book 2,"I
needed	it	high	enough	that	I	could	grab	it	when	standing	on	my	toes."
Book 2,I	could	tell	right	away	that	Nandor	was	a	perfect	co-conspirator	for	this	mission.
Book 2,"He	had	been	an	enlisted	man,	got	into	Crossfit,	and	moved	to	Nashville	from
Atlanta	with	his	wife	and	family	to	open	his	first	gym."
Book 2,"Not	many	people	are
willing	to	open	their	doors	and	let	a	stranger	take	over	their	gym,	but	Nandor
was	down	with	the	Warrior	Foundation	cause."
Book 2,"My	second	attempt	was	scheduled	for	November,	and	for	five	straight	weeks	I
did	500-1,300	pull-ups	a	day	at	my	home	gym	in	Hawaii."
Book 2,"During	my	last	island
session,	I	did	2,000	pull-ups	in	five	hours,	then	caught	a	flight	to	Nashville,
arriving	six	days	before	my	attempt."
Book 2,Nandor	rallied	members	of	his	gym	to	act	as	witnesses	and	my	support	crew.
Book 2,"He
took	care	of	the	playlist,	sourced	the	chalk,	and	set	up	a	break	room	in	back	in
case	I	needed	it."
Book 2,He	also	put	out	a	press	release.
Book 2,"I	trained	at	his	gym	in	the	run-up
to	game	day,	and	a	local	news	channel	came	by	to	file	a	report."
Book 2,"The	local
newspaper	did	a	story	too."
Book 2,"It	was	small	scale,	but	Nashville	was	growing
curious,	especially	the	Crossfit	junkies."
Book 2,Several	showed	up	to	absorb	the	scene.
Book 2,"I
spoke	with	Nandor	recently,	and	I	liked	how	he	put	it."
Book 2,"“People	have	been	running	for	decades,	and	running	long	distances,	but	4,000
pull-ups,	the	human	body	isn’t	designed	to	do	that."
Book 2,"So	to	get	a	chance	to	witness
something	like	that	was	pretty	neat.”
I	rested	the	full	day	before	the	attempt	and	when	I	showed	up	to	the	gym	I	felt
strong	and	prepared	for	the	minefield	ahead."
Book 2,"Nandor	and	my	mom	collaborated
to	have	everything	dialed	in."
Book 2,"There	was	a	sleek	digital	timer	on	the	wall	which
also	tracked	my	count,	plus	they	had	two	battery-powered	wall	clocks	running	as
back	ups."
Book 2,"There	was	a	Guinness	Book	of	World	Records	banner	hanging	over
the	bar,	and	a	video	crew	because	every	rep	had	to	be	recorded	for	potential
review."
Book 2,My	tape	was	right.
Book 2,My	gloves	perfect.
Book 2,"The	bar	was	bolted	solid,	and
when	I	started	out,	my	performance	was	explosive."
Book 2,The	numbers	remained	the	same.
Book 2,"I	was	gunning	for	six	pull-ups	every	minute,
on	the	minute,	and	during	the	first	ten	sets	I	rose	up	chest	high."
Book 2,"Then	I
remembered	my	game	plan	to	minimize	needless	movement	and	wasted	energy.On	my	initial	attempt	I	felt	pressure	to	get	my	chin	well	over	the	bar,	but	while
all	that	extra	space	made	for	a	good	show,	it	did	not	and	would	not	help	me	get
the	damn	record."
Book 2,"This	time	I	told	myself	to	barely	clear	the	bar	with	my	chin,
and	not	to	use	my	arms	and	hands	for	anything	other	than	pull-ups."
Book 2,"Instead	of
reaching	down	for	my	water	bottle	like	I	had	in	New	York,	I	set	it	on	a	stack	of
wooden	boxes	(the	kind	used	for	box	jumps),	so	all	I	had	to	do	was	turn	and	suck
my	nutrition	through	a	straw."
Book 2,"The	first	sip	triggered	me	to	dial	back	my	pull-up
motion	and	from	then	on,	I	remained	disciplined	as	I	piled	up	numbers."
Book 2,"I	was	on
my	game	and	confident	as	hell."
Book 2,"I	wasn’t	thinking	of	just	4,020	pull-ups."
Book 2,"I	wanted
to	go	the	full	twenty-four	hours."
Book 2,"If	I	did	that,	5,000	was	possible,	or	even	6,000!
I	remained	hyper	vigilant,	scanning	for	any	physical	issues	that	could	crop	up
and	derail	the	attempt."
Book 2,"All	was	smooth	until,	after	almost	four	hours	and	1,300
pull-ups,	my	hands	started	to	blister."
Book 2,"In	between	sets	my	mom	hit	me	with
Second	Skin	so	I	could	stay	on	top	of	the	cuts."
Book 2,"This	was	a	new	problem	for	me,
and	I	remembered	all	the	doubting	comments	I’d	read	on	social	media	prior	to
my	attempt."
Book 2,"My	arms	were	too	long,	they	said."
Book 2,I	weighed	too	much.
Book 2,"My	form
wasn’t	ideal,	I	put	too	much	pressure	on	my	hands."
Book 2,"I’d	disregarded	that	last
comment	because	during	my	first	attempt	I	didn’t	have	palm	issues,	but	in	the
midst	of	my	second	I	realized	it	was	because	the	first	bar	had	so	much	give."
Book 2,"This
time	I	had	more	stability	and	power,	but	over	time	that	hard-ass	bar	did	damage."
Book 2,"Still,	I	labored	on	and	after	1,700	pull-ups	my	forearms	started	aching,	and	when
I	bent	my	arms,	my	biceps	pinched	too."
Book 2,"I	remembered	those	sensations	from	my
first	go	’round."
Book 2,"It	was	the	beginning	of	cramps,	so	between	sets	I	downed	salt
tablets	and	ate	two	bananas,	and	that	took	care	of	my	muscular	discomfort."
Book 2,"My
palms	just	kept	getting	worse."
Book 2,"A	hundred	and	fifty	pull-ups	later	I	could	feel	them	splitting	down	the	middle
beneath	my	gloves."
Book 2,"I	knew	I	should	stop	and	try	to	fix	the	problem,	but	I	also
knew	that	might	trigger	my	body	to	stiffen	up	and	shut	down."
Book 2,"I	was	fighting	two
fires	at	once	and	didn’t	know	where	to	strike	first."
Book 2,"I	opted	to	stay	on	the	minute
by	minute	pace,	and	in	between	experimented	with	different	solutions."
Book 2,"I	wore
two	pairs	of	gloves,	then	three."
Book 2,"I	resorted	to	my	old	friend,	duct	tape."
Book 2,"Didn’t
help."
Book 2,I	couldn’t	wrap	the	bar	in	pads	because	that	was	against	Guinness	rules.
Book 2,"All
I	could	do	was	try	anything	and	everything	to	stay	in	the	fight."
Book 2,"Ten	hours	into	the	attempt,	I	hit	a	wall."
Book 2,I	was	down	to	three	pull-ups	a	minute	onthe	minute.
Book 2,The	pain	was	excruciating	and	I	needed	some	relief.
Book 2,"I	took	my	right
glove	off."
Book 2,Layers	of	skin	came	off	with	it.
Book 2,My	palm	looked	like	raw	hamburger.
Book 2,"My	mom	called	a	doctor	friend,	Regina,	who	lived	nearby	and	the	two	of	us
went	into	the	back	room	to	wait	for	her	and	try	to	salvage	my	record	attempt."
Book 2,"When	Regina	showed	up	she	evaluated	the	situation,	pulled	out	a	syringe,	loaded
it	with	local	anesthetic	and	dipped	the	needle	toward	the	open	wound	on	my
right	hand."
Book 2,"My	hand	during	the	second	pull-up	record	attempt
She	looked	over."
Book 2,"My	heart	pounded,	sweat	saturated	every	inch	of	my	skin."
Book 2,"I
could	feel	my	muscles	cooling	down	and	stiffening	up,	but	I	nodded,	turned
away,	and	she	sunk	that	needle	in	deep."
Book 2,"It	hurt	so	fucking	bad,	but	I	held	my
primal	scream	inside."
Book 2,"Show	no	weakness	remained	my	motto,	but	that	didn’t
mean	I	felt	strong."
Book 2,"My	mom	pulled	off	my	left	glove,	anticipating	the	second
shot,	but	Regina	was	busy	examining	the	swelling	in	my	biceps	and	the	bulging
spasms	in	my	forearms."
Book 2,"“You	look	like	you’re	in	rhabdomyolysis,	David,”	she	said."
Book 2,"“You	shouldn’t
continue."
Book 2,"It’s	dangerous.”	I	had	no	idea	what	the	fuck	she	was	talking	about,	so
she	broke	it	down."
Book 2,"There’s	a	phenomenon	that	happens	when	one	muscle	group	is	worked	way	too
hard	for	way	too	long."
Book 2,"The	muscles	become	starved	of	glucose	and	break	down,
leaking	myoglobin,	a	fibrous	protein	that	stores	oxygen	in	the	muscle,	into	the
bloodstream."
Book 2,"When	that	happens,	it’s	up	to	the	kidneys	to	filter	all	those	proteins
out	and	if	they	become	overwhelmed,	they	shut	down."
Book 2,"“People	can	die	from
rhabdo,”	she	said.My	hands	throbbed	with	agony."
Book 2,"My	muscles	were	locking	up,	and	the	stakes
couldn’t	be	higher."
Book 2,"Any	rational	person	would	have	thrown	in	the	towel,	but	I
could	hear	Going	the	Distance	booming	from	the	speakers,	and	knew	that	this
was	my	14th	round,	Cut	me,	Mick,	moment."
Book 2,Fuck	rationality.
Book 2,I	held	up	my	left	palm	and	had	Regina	sink	her	needle	in.
Book 2,"Waves	of	pain	washed	through	me	as	a	bumper	crop	of	doubt	flowered	in	my
mind."
Book 2,"She	wrapped	both	palms	in	layers	of	gauze	and	medical	tape	and	fitted	me
with	a	fresh	pair	of	gloves."
Book 2,"Then	I	stalked	back	out	onto	the	gym	floor	and	got
back	to	work."
Book 2,"I	was	at	2,900,	and	as	long	as	I	remained	in	the	fight,	I	still
believed	anything	was	possible."
Book 2,"I	did	sets	of	twos	and	threes	on	the	minute	for	two	hours,	but	it	felt	like	I	was
gripping	a	red	hot,	melting	rod,	which	meant	I	was	down	to	using	my	fingertips
to	grip	the	bar."
Book 2,"First	I	used	four	fingers,	then	three."
Book 2,"I	was	able	to	gut	out	one
hundred	more	pull-ups,	then	one	hundred	more."
Book 2,Hours	ticked	by.
Book 2,"I	crept	closer
but	with	my	body	in	rhabdo,	breakdown	was	imminent."
Book 2,"I	did	several	sets	of	pull-
ups	with	my	wrists	dangling	over	the	bar."
Book 2,"It	sounds	impossible,	but	I	managed
until	the	numbing	agents	stopped	working."
Book 2,"Then	even	bending	my	fingers	felt
like	I	was	stabbing	myself	in	the	hand	with	a	sharp	knife."
Book 2,"After	eclipsing	3,200	pull-ups,	I	worked	out	the	math	and	realized	if	I	could	do
800	sets	of	one,	it	would	take	thirteen	hours	and	change	to	break	the	record	and	I
would	just	beat	the	clock."
Book 2,I	lasted	forty-five	minutes.
Book 2,"The	pain	was	too	much	and
the	vibe	in	the	room	went	from	optimistic	to	somber."
Book 2,"I	was	still	trying	to	show	as
little	weakness	as	I	could,	but	the	volunteers	could	see	me	messing	with	my
gloves	and	grip,	and	knew	something	was	drastically	wrong."
Book 2,"When	I	went	into
the	back	to	regroup	a	second	time	I	heard	a	collective	sigh	that	sounded	like
doom."
Book 2,"Regina	and	my	mother	unwrapped	the	tape	on	my	hands,	and	I	could	feel	my
flesh	peeling	like	a	banana."
Book 2,"Both	palms	were	filleted	open	down	to	the	dermis,
which	is	where	our	nerves	lie."
Book 2,"Achilles	had	his	heel,	and	when	it	came	to	pull-
ups,	my	gift,	and	my	undoing,	were	my	hands."
Book 2,The	doubters	were	right.
Book 2,"I	wasn’t
one	of	those	lightweight,	graceful	pull-up	guys."
Book 2,"I	was	powerful,	and	the	power
came	from	my	grip."
Book 2,"But	now	my	hand	better	resembled	a	physiology	mannequin
than	something	human.Emotionally,	I	was	wasted."
Book 2,"Not	just	because	of	my	sheer	physical	exhaustion	or
because	I	couldn’t	get	the	record	for	myself,	but	because	so	many	people	had
come	out	to	help."
Book 2,"I’d	taken	over	Nandor’s	gym	and	felt	like	I’d	disappointed
everyone."
Book 2,"Without	a	word,	my	mother	and	I	slipped	out	the	back	door	like	we
were	escaping	a	crime	scene,	and	as	she	drove	to	the	hospital,	I	couldn’t	stop
thinking,	I’m	better	than	this!
While	Nandor	and	his	team	broke	down	the	clocks,	untied	the	banners,	swept	up
chalk,	and	peeled	bloody	tape	off	their	pull-up	bar,	my	mom	and	I	slumped	into
chairs	in	the	ER	waiting	room."
Book 2,I	was	holding	what	was	left	of	my	glove.
Book 2,"It
looked	like	it	was	lifted	from	the	OJ	Simpson	crime	scene,	like	it	had	been
marinated	in	blood."
Book 2,She	eyeballed	me	and	shook	her	head.
Book 2,"“Well,”	she	said,	“I	know	one	thing…”
After	a	long	pause	I	turned	to	face	her."
Book 2,"“What’s	that?”
“You’re	gonna	do	this	again.”
She	read	my	damn	mind."
Book 2,"I	was	already	doing	my	live	autopsy	and	would	run
through	a	complete	AAR	on	paper	as	soon	as	my	bloody	hands	would	allow."
Book 2,"I
knew	there	was	treasure	in	this	wreckage	and	leverage	to	be	gained	somewhere."
Book 2,I	just	had	to	piece	it	together	like	a	puzzle.
Book 2,"And	the	fact	that	she	realized	that
without	my	saying	so	fired	me	up."
Book 2,A	lot	of	us	surround	ourselves	with	people	who	speak	to	our	desire	for	comfort.
Book 2,"Who	would	rather	treat	the	pain	of	our	wounds	and	prevent	further	injury	than
help	us	callous	over	them	and	try	again."
Book 2,"We	need	to	surround	ourselves	with
people	who	will	tell	us	what	we	need	to	hear,	not	what	we	want	to	hear,	but	at
the	same	time	not	make	us	feel	we’re	up	against	the	impossible."
Book 2,"My	mother	was
my	biggest	fan."
Book 2,"Whenever	I	failed	in	life	she	was	always	asking	me	when	and
where	I	would	go	after	it	again."
Book 2,"She	never	said,	Well,	maybe	it	isn’t	meant	to	be."
Book 2,"Most	wars	are	won	or	lost	in	our	own	heads,	and	when	we’re	in	a	foxhole	we
usually	aren’t	alone,	and	we	need	to	be	confident	in	the	quality	of	the	heart,
mind,	and	dialogue	of	the	person	hunkered	down	with	us."
Book 2,Because	at	some	pointwe	will	need	some	empowering	words	to	keep	us	focused	and	deadly.
Book 2,"In	that
hospital,	in	my	own	personal	foxhole,	I	was	swimming	in	doubt."
Book 2,"I	fell	800	pull-
ups	short	and	I	knew	what	800	pull-ups	felt	like."
Book 2,"That’s	a	long	fucking	day!	But
there	was	nobody	else	I’d	rather	have	been	in	that	foxhole	with."
Book 2,"“Don’t	worry,”	she	said."
Book 2,"“I’ll	start	calling	those	witnesses	up	as	soon	as	we	get
home.”
“Roger	that,”	I	said."
Book 2,"“Tell	them	I’ll	be	back	on	that	bar	in	two	months.”
***
In	life,	there	is	no	gift	as	overlooked	or	inevitable	as	failure."
Book 2,"I’ve	had	quite	a	few
and	have	learned	to	relish	them,	because	if	you	do	the	forensics	you’ll	find	clues
about	where	to	make	adjustments	and	how	to	eventually	accomplish	your	task."
Book 2,I’m	not	talking	about	a	mental	list	either.
Book 2,"After	the	second	attempt,	I	wrote
everything	out	long-hand,	but	didn’t	start	with	the	obvious	issue,	my	grip."
Book 2,"Initially,	I	brainstormed	everything	that	went	well,	because	in	every	failure	a	lot
of	good	things	will	have	happened,	and	we	must	acknowledge	them."
Book 2,The	best	takeaway	from	the	Nashville	attempt	was	Nandor’s	place.
Book 2,"His	dungeon
of	a	gym	was	the	perfect	environment	for	me."
